Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",Tapeke,Era atu hinonga Maori,Tau,756,2020,1 me 2 me 4
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",Tapeke,Era atu hinonga Maori,Tau,780,2021,1 me 2 me 4
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",0 to 19,Nga umanga tapoi Maori,Tau,156,2020,1 me 2 me 5
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",0 to 19,Nga umanga tapoi Maori,Tau,174,2021,1 me 2 me 5
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",20 to 49,Nga umanga tapoi Maori,Tau,21,2020,1 me 2 me 5
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",20 to 49,Nga umanga tapoi Maori,Tau,15,2021,1 me 2 me 5
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",50 to 99,Nga umanga tapoi Maori,Tau,9,2020,1 me 2 me 5
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",50 to 99,Nga umanga tapoi Maori,Tau,9,2021,1 me 2 me 5
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",100+,Nga umanga tapoi Maori,Tau,6,2020,1 me 2 me 5
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",100+,Nga umanga tapoi Maori,Tau,0,2021,1 me 2 me 5
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",Tapeke,Nga umanga tapoi Maori,Tau,192,2020,1 me 2 me 5
Ripanga 5,Tatauranga o nga umanga,"A-momo umanga, a-rahi hoki",Tapeke,Nga umanga tapoi Maori,Tau,198,2021,1 me 2 me 5
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",0 to 19,Nga uepu Maori,Tau,2000,2020,1 me 2 me 3
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",0 to 19,Nga uepu Maori,Tau,2050,2021,1 me 2 me 3
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",20 to 49,Nga uepu Maori,Tau,1250,2020,1 me 2 me 3
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",20 to 49,Nga uepu Maori,Tau,1500,2021,1 me 2 me 3
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",50 to 99,Nga uepu Maori,Tau,1400,2020,1 me 2 me 3
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",50 to 99,Nga uepu Maori,Tau,1750,2021,1 me 2 me 3
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",100+,Nga uepu Maori,Tau,6600,2020,1 me 2 me 3
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",100+,Nga uepu Maori,Tau,5900,2021,1 me 2 me 3
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",Tapeke,Nga uepu Maori,Tau,11200,2020,1 me 2 me 3
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",Tapeke,Nga uepu Maori,Tau,11100,2021,1 me 2 me 3
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",0 to 19,Era atu hinonga Maori,Tau,2400,2020,1 me 2 me 4
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",0 to 19,Era atu hinonga Maori,Tau,2550,2021,1 me 2 me 4
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",20 to 49,Era atu hinonga Maori,Tau,2500,2020,1 me 2 me 4
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",20 to 49,Era atu hinonga Maori,Tau,2750,2021,1 me 2 me 4
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",50 to 99,Era atu hinonga Maori,Tau,3850,2020,1 me 2 me 4
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",50 to 99,Era atu hinonga Maori,Tau,3500,2021,1 me 2 me 4
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",100+,Era atu hinonga Maori,Tau,980,2020,1 me 2 me 4
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",100+,Era atu hinonga Maori,Tau,890,2021,1 me 2 me 4
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",Tapeke,Era atu hinonga Maori,Tau,9800,2020,1 me 2 me 4
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",Tapeke,Era atu hinonga Maori,Tau,9700,2021,1 me 2 me 4
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",0 to 19,Nga umanga tapoi Maori,Tau,560,2020,1 me 2 me 5
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",0 to 19,Nga umanga tapoi Maori,Tau,660,2021,1 me 2 me 5
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",20 to 49,Nga umanga tapoi Maori,Tau,570,2020,1 me 2 me 5
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",20 to 49,Nga umanga tapoi Maori,Tau,390,2021,1 me 2 me 5
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",50 to 99,Nga umanga tapoi Maori,Tau,550,2020,1 me 2 me 5
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",50 to 99,Nga umanga tapoi Maori,Tau,460,2021,1 me 2 me 5
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",100+,Nga umanga tapoi Maori,Tau,660,2020,1 me 2 me 5
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",100+,Nga umanga tapoi Maori,Tau,240,2021,1 me 2 me 5
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",Tapeke,Nga umanga tapoi Maori,Tau,2350,2020,1 me 2 me 5
Ripanga 6,Tatauranga o nga kaimahi,"A-momo umanga, a-rahi hoki",Tapeke,Nga umanga tapoi Maori,Tau,1750,2021,1 me 2 me 5
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Tapeke moni whiwhi,Painga ahumoni,$(mano),3326526,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Tapeke moni whiwhi,Painga ahumoni,$(mano),3953417,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te hokonga o nga rawa me nga ratonga,Painga ahumoni,$(mano),2851722,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te hokonga o nga rawa me nga ratonga,Painga ahumoni,$(mano),3147888,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,"Te hua moni, he moni na nga hea, me te takoha",Painga ahumoni,$(mano),237359,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,"Te hua moni, he moni na nga hea, me te takoha",Painga ahumoni,$(mano),218995,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,"Whangainga tahua kawanatanga, nga takoha me nga putea tautoko",Painga ahumoni,$(mano),64839,2020,1 me 2 me 3 me 4 me 5
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,"Whangainga tahua kawanatanga, nga takoha me nga putea tautoko",Painga ahumoni,$(mano),67719,2021,1 me 2 me 3 me 4 me 5
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga moni whiwhi ehara i te moni whakahaere,Painga ahumoni,$(mano),172606,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga moni whiwhi ehara i te moni whakahaere,Painga ahumoni,$(mano),518814,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),2921308,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),2909270,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te hua moni me nga takoha,Painga ahumoni,$(mano),133377,2020,1 me 2 me 3 me 4 me 6
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te hua moni me nga takoha,Painga ahumoni,$(mano),113816,2021,1 me 2 me 3 me 4 me 6
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga take titaha,Painga ahumoni,$(mano),24385,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga take titaha,Painga ahumoni,$(mano),26909,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te hekenga wariu,Painga ahumoni,$(mano),158536,2020,1 me 2 me 3 me 4 me 6
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te hekenga wariu,Painga ahumoni,$(mano),190574,2021,1 me 2 me 3 me 4 me 6
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),518975,2020,1 me 2 me 3 me 4 me 7
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),533268,2021,1 me 2 me 3 me 4 me 7
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga hokonga me nga utu whakahaere,Painga ahumoni,$(mano),1981197,2020,1 me 2 me 3 me 4 me 6
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga hokonga me nga utu whakahaere,Painga ahumoni,$(mano),1948259,2021,1 me 2 me 3 me 4 me 6
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga whakapaunga ehara i te whakahaere,Painga ahumoni,$(mano),104838,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga whakapaunga ehara i te whakahaere,Painga ahumoni,$(mano),96444,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),516466,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),534835,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga rawa hoko kati,Painga ahumoni,$(mano),533661,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga rawa hoko kati,Painga ahumoni,$(mano),543630,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te tuwhene i mua i te take,Painga ahumoni,$(mano),422413,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te tuwhene i mua i te take,Painga ahumoni,$(mano),1052942,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Huamoni whakahaere,Painga ahumoni,$(mano),354645,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Huamoni whakahaere,Painga ahumoni,$(mano),630571,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga Rawa Katoa,Tunga ahumoni,$(mano),20866338,2020,1 me 2 me 3 me 4 me 6
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga Rawa Katoa,Tunga ahumoni,$(mano),21487617,2021,1 me 2 me 3 me 4 me 6
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga rawa ki tenei wa,Tunga ahumoni,$(mano),3261592,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga rawa ki tenei wa,Tunga ahumoni,$(mano),3335420,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga rawa okiko tumau,Tunga ahumoni,$(mano),8662925,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga rawa okiko tumau,Tunga ahumoni,$(mano),9112342,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Era atu rawa,Tunga ahumoni,$(mano),8941821,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Era atu rawa,Tunga ahumoni,$(mano),9039855,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Tapeke o nga tutanga me nga taunahatanga,Tunga ahumoni,$(mano),20866338,2020,1 me 2 me 3 me 4 me 6
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Tapeke o nga tutanga me nga taunahatanga,Tunga ahumoni,$(mano),21487617,2021,1 me 2 me 3 me 4 me 6
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,"Nga putea kaipupuru panga, tutanga rangatira ranei",Tunga ahumoni,$(mano),14675655,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,"Nga putea kaipupuru panga, tutanga rangatira ranei",Tunga ahumoni,$(mano),15362588,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga taunahatanga ki tenei wa,Tunga ahumoni,$(mano),2154412,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Nga taunahatanga ki tenei wa,Tunga ahumoni,$(mano),2209754,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Etahi atu taunahatanga,Tunga ahumoni,$(mano),4036271,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Etahi atu taunahatanga,Tunga ahumoni,$(mano),3915275,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,358924,2020,1 me 2 me 3 me 4 me 8
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Moni whiwhi ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,426497,2021,1 me 2 me 3 me 4 me 8
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,45577,2020,1 me 2 me 3 me 4 me 8
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Tuwhene ma te tokomaha o nga kaimahi,Nga owehenga ahumoni,$,113592,2021,1 me 2 me 3 me 4 me 8
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Owehenga o naianei,Nga owehenga ahumoni,Orau,151.4,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Owehenga o naianei,Nga owehenga ahumoni,Orau,150.9,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Owehenga hohoro,Nga owehenga ahumoni,Orau,126.6,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Owehenga hohoro,Nga owehenga ahumoni,Orau,126.3,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te hua mo nga tutanga,Nga owehenga ahumoni,Orau,2.9,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te hua mo nga tutanga,Nga owehenga ahumoni,Orau,6.9,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te hua mo nga rawa katoa,Nga owehenga ahumoni,Orau,2,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te hua mo nga rawa katoa,Nga owehenga ahumoni,Orau,4.9,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te anga o nga taunahatanga,Nga owehenga ahumoni,Orau,70.3,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te anga o nga taunahatanga,Nga owehenga ahumoni,Orau,71.5,2021,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,Orau,42.2,2020,1 me 2 me 3 me 4
Ripanga 7,Nga Taipitopito Ahumoni - Nga uepu Maori,Tapeke mo nga ahumahi katoa,Te owehenga nama ki te tutanga,Nga owehenga ahumoni,Orau,39.9,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke  moni whiwhi,Painga ahumoni,$(mano),506730,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke  moni whiwhi,Painga ahumoni,$(mano),512012,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),450748,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te katoa o nga whakapaunga,Painga ahumoni,$(mano),445819,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),24559,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hua moni me nga takoha,Painga ahumoni,$(mano),20705,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),7535,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga take titaha,Painga ahumoni,$(mano),6881,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),24580,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te hekenga wariu,Painga ahumoni,$(mano),25094,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),59496,2020,1 me 2 me 3 me 4 me 5
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga utu a-tau me nga utu a-haora i utua,Painga ahumoni,$(mano),61589,2021,1 me 2 me 3 me 4 me 5
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga hokonga me era atu utu,Painga ahumoni,$(mano),334578,2020,1 me 2 me 3 me 4 me 6
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga hokonga me era atu utu,Painga ahumoni,$(mano),331550,2021,1 me 2 me 3 me 4 me 6
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),316981,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko whakatuwhera,Painga ahumoni,$(mano),308846,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),310088,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa hoko kati,Painga ahumoni,$(mano),309379,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),49089,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Te tuwhene i mua i te take,Painga ahumoni,$(mano),66726,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Tunga ahumoni,$(mano),3489711,2020,1 me 2 me 3 me 4 me 7
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga Rawa Katoa,Tunga ahumoni,$(mano),3660607,2021,1 me 2 me 3 me 4 me 7
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Tunga ahumoni,$(mano),607817,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa ki tenei wa,Tunga ahumoni,$(mano),634052,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Tunga ahumoni,$(mano),2328426,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga rawa okiko tumau,Tunga ahumoni,$(mano),2462972,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Tunga ahumoni,$(mano),553468,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Era atu rawa,Tunga ahumoni,$(mano),563583,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Tunga ahumoni,$(mano),3489711,2020,1 me 2 me 3 me 4 me 7
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Tapeke o nga tutanga me nga taunahatanga,Tunga ahumoni,$(mano),3660607,2021,1 me 2 me 3 me 4 me 7
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Tunga ahumoni,$(mano),2779311,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,"Nga putea kaipupuru panga, tutanga rangatira ranei",Tunga ahumoni,$(mano),2942259,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Tunga ahumoni,$(mano),192202,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Nga taunahatanga ki tenei wa,Tunga ahumoni,$(mano),215235,2021,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Tunga ahumoni,$(mano),518198,2020,1 me 2 me 3 me 4
Ripanga 8,Nga Taipitopito Ahumoni - Nga uepu Maori: Ahuwhenua,ANZSIC06 wehengaroto A01,Etahi atu taunahatanga,Tunga ahumoni,$(mano),503112,2021,1 me 2 me 3 me 4
